order_id,order_date,customer_id,customer_segment,region,state,city,product_category,product_subcategory,product_name,quantity,unit_price,discount,revenue,cost,profit
1158,2025-12-07 17:22:11.126546,266,Home Office,South,Chennai,Chennai,Electronics,Mobiles,OnePlus,5,4523,0.22,17639.7,13864.793580493335,3774.9064195066658
1159,2026-02-13 17:22:11.126555,69,Corporate,South,Bangalore,Bangalore,Electronics,Laptops,Dell Laptop,4,571,0.27,1667.32,1760.7758156930963,-93.45581569309638
1160,2025-09-10 17:22:11.126565,195,Home Office,West,Ahmedabad,Ahmedabad,Clothing,Men,T-Shirt,3,1188,0.17,2958.12,2711.587901742892,246.53209825710792
1161,2025-09-16 17:22:11.126577,163,Home Office,West,Ahmedabad,Ahmedabad,Clothing,Women,Kurti,3,2458,0.07,6857.82,4451.406108586189,2406.413891413811
1162,2025-10-29 17:22:11.126587,247,Corporate,South,Chennai,Chennai,Clothing,Men,Jeans,3,923,0.29,1965.99,2002.3030251434816,-36.31302514348158
1163,2025-08-09 17:22:11.126597,216,Home Office,East,Kolkata,Kolkata,Clothing,Men,T-Shirt,3,1107,0.07,3088.5299999999997,2428.8184004440545,659.7115995559452
1164,2025-04-18 17:22:11.126606,121,Corporate,South,Bangalore,Bangalore,Clothing,Women,Kurti,1,4807,0.25,3605.25,2955.5794713647047,649.6705286352953
1165,2025-12-26 17:22:11.126616,13,Corporate,South,Chennai,Chennai,Clothing,Men,T-Shirt,3,2579,0.22,6034.860000000001,5597.56861587324,437.29138412676093
1166,2025-09-21 17:22:11.126625,113,Home Office,North,Chandigarh,Chandigarh,Clothing,Women,Dress,5,2443,0.16,10260.6,8938.866027176744,1321.7339728232564
1167,2025-07-02 17:22:11.126633,154,Corporate,South,Chennai,Chennai,Grocery,Beverages,Tea,4,1653,0.24,5025.12,4544.868718383238,480.25128161676184
1168,2025-05-21 17:22:11.126642,237,Consumer,South,Bangalore,Bangalore,Clothing,Women,Dress,5,1109,0.12,4879.6,3937.172971806553,942.4270281934473
1169,2025-03-03 17:22:11.126651,137,Consumer,North,Delhi,Delhi,Electronics,Mobiles,Samsung Galaxy,3,944,0.09,2577.12,1834.4340020031125,742.6859979968874
1170,2025-05-21 17:22:11.126659,220,Home Office,West,Ahmedabad,Ahmedabad,Grocery,Beverages,Coffee,2,2012,0.3,2816.7999999999997,2929.902439729718,-113.1024397297183
1171,2025-03-26 17:22:11.126667,225,Consumer,West,Mumbai,Mumbai,Electronics,Mobiles,iPhone,1,1512,0.11,1345.68,1015.3975846676285,330.28241533237156
1172,2025-08-24 17:22:11.126675,75,Home Office,West,Mumbai,Mumbai,Clothing,Men,Jeans,3,3439,0.0,10317.0,8132.432542949982,2184.5674570500178
1173,2025-04-01 17:22:11.126684,300,Corporate,West,Ahmedabad,Ahmedabad,Clothing,Women,Dress,5,1986,0.11,8837.7,6147.341977923888,2690.3580220761123
1174,2026-02-12 17:22:11.126692,115,Consumer,West,Mumbai,Mumbai,Clothing,Women,Kurti,4,2497,0.02,9788.24,7843.145246291576,1945.094753708424
1175,2025-07-18 17:22:11.126701,17,Home Office,North,Chandigarh,Chandigarh,Electronics,Laptops,HP Laptop,3,869,0.04,2502.72,1901.296750481036,601.4232495189638
1176,2025-08-25 17:22:11.126709,167,Home Office,East,Kolkata,Kolkata,Electronics,Laptops,MacBook,1,1297,0.24,985.72,851.3510298154422,134.36897018455784
1177,2025-09-11 17:22:11.126716,35,Consumer,East,Bhubaneswar,Bhubaneswar,Clothing,Men,T-Shirt,1,4358,0.18,3573.5600000000004,3009.725280397228,563.8347196027726
1178,2025-04-15 17:22:11.126724,45,Corporate,East,Kolkata,Kolkata,Electronics,Mobiles,Samsung Galaxy,3,4481,0.04,12905.279999999999,9831.406292941456,3073.873707058543
1179,2026-01-23 17:22:11.126732,117,Home Office,South,Bangalore,Bangalore,Furniture,Chairs,Office Chair,2,1346,0.09,2449.7200000000003,1787.5534250905623,662.1665749094379
1180,2025-04-11 17:22:11.126741,148,Home Office,South,Bangalore,Bangalore,Electronics,Laptops,HP Laptop,1,4667,0.25,3500.25,2876.1416362114255,624.1083637885745
1181,2025-10-09 17:22:11.126752,258,Consumer,East,Bhubaneswar,Bhubaneswar,Grocery,Snacks,Biscuits,2,1388,0.13,2415.12,1958.6540202438835,456.46597975611644
1182,2026-01-07 17:22:11.126767,254,Home Office,North,Chandigarh,Chandigarh,Clothing,Men,T-Shirt,2,940,0.07,1748.3999999999999,1278.9060986562567,469.4939013437431
1183,2025-04-01 17:22:11.126777,63,Corporate,North,Chandigarh,Chandigarh,Electronics,Mobiles,OnePlus,1,2911,0.07,2707.23,2054.589885520778,652.6401144792221
1184,2025-11-08 17:22:11.126786,75,Consumer,West,Ahmedabad,Ahmedabad,Grocery,Beverages,Tea,3,3251,0.23,7509.81,7591.565147960615,-81.75514796061452
1185,2025-10-19 17:22:11.126794,260,Corporate,East,Bhubaneswar,Bhubaneswar,Electronics,Mobiles,iPhone,2,4873,0.24,7406.96,6513.035912731376,893.9240872686241
1186,2025-10-25 17:22:11.126803,69,Corporate,East,Bhubaneswar,Bhubaneswar,Electronics,Laptops,HP Laptop,5,3995,0.23,15380.75,13230.89287951354,2149.85712048646
1187,2025-11-07 17:22:11.126812,63,Home Office,North,Delhi,Delhi,Furniture,Chairs,Gaming Chair,1,2486,0.01,2461.14,1669.0235126460577,792.1164873539421
1188,2025-07-09 17:22:11.126821,52,Consumer,West,Mumbai,Mumbai,Grocery,Beverages,Tea,5,338,0.03,1639.3,1315.684170053085,323.615829946915
1189,2025-08-31 17:22:11.126830,55,Consumer,South,Chennai,Chennai,Grocery,Snacks,Chips,1,285,0.23,219.45000000000002,178.4979409662669,40.95205903373312
1190,2026-02-23 17:22:11.126838,118,Home Office,North,Chandigarh,Chandigarh,Electronics,Laptops,HP Laptop,2,3506,0.07,6521.16,4481.649564242852,2039.5104357571481
1191,2026-02-19 17:22:11.126844,45,Home Office,South,Bangalore,Bangalore,Electronics,Laptops,Dell Laptop,2,996,0.04,1912.32,1442.8155581949788,469.5044418050211
1192,2025-10-19 17:22:11.126849,135,Home Office,North,Chandigarh,Chandigarh,Grocery,Snacks,Biscuits,5,754,0.18,3091.4,2764.810177778328,326.58982222167197
1193,2026-02-06 17:22:11.126859,263,Consumer,East,Bhubaneswar,Bhubaneswar,Electronics,Mobiles,Samsung Galaxy,2,386,0.29,548.12,602.5117032868434,-54.39170328684338
1194,2026-01-31 17:22:11.126865,209,Home Office,North,Chandigarh,Chandigarh,Electronics,Mobiles,Samsung Galaxy,2,2796,0.21,4417.68,3578.1141761891226,839.5658238108776
1195,2025-03-03 17:22:11.126871,281,Home Office,East,Kolkata,Kolkata,Furniture,Tables,Dining Table,2,2395,0.16,4023.6,3541.9338771996117,481.66612280038817
1196,2025-03-21 17:22:11.126877,144,Consumer,South,Chennai,Chennai,Grocery,Snacks,Chips,3,2920,0.26,6482.4,6354.393408319378,128.00659168062157
1197,2025-05-31 17:22:11.126882,297,Home Office,East,Bhubaneswar,Bhubaneswar,Electronics,Mobiles,OnePlus,4,1172,0.18,3844.1600000000003,3238.668230382838,605.4917696171624
1198,2025-09-10 17:22:11.126888,296,Consumer,South,Chennai,Chennai,Electronics,Mobiles,OnePlus,3,3685,0.27,8070.15,8827.552140475913,-757.4021404759133
1199,2025-08-07 17:22:11.126893,139,Corporate,North,Delhi,Delhi,Electronics,Mobiles,OnePlus,4,2636,0.22,8224.32,6589.381757337488,1634.9382426625116
1200,2025-05-28 17:22:11.126899,121,Home Office,East,Kolkata,Kolkata,Clothing,Men,Jeans,5,2677,0.25,10038.75,8144.949297610587,1893.8007023894133
1201,2025-12-21 17:22:11.126911,97,Home Office,South,Bangalore,Bangalore,Electronics,Laptops,MacBook,2,4468,0.19,7238.160000000001,5638.449808025162,1599.7101919748384
1202,2025-10-09 17:22:11.126921,53,Home Office,South,Bangalore,Bangalore,Grocery,Snacks,Biscuits,2,1677,0.1,3018.6,2331.8687944406024,686.7312055593975
1203,2025-05-05 17:22:11.126928,11,Home Office,East,Kolkata,Kolkata,Electronics,Laptops,HP Laptop,5,265,0.11,1179.25,1016.3300487537703,162.91995124622974
1204,2025-06-23 17:22:11.126934,135,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Women,Dress,3,1932,0.07,5390.28,3716.7793200579413,1673.5006799420585
1205,2025-07-27 17:22:11.126939,188,Home Office,North,Delhi,Delhi,Furniture,Tables,Dining Table,1,2014,0.22,1570.92,1424.1623432437857,146.75765675621437
1206,2025-07-22 17:22:11.126945,80,Home Office,South,Bangalore,Bangalore,Clothing,Women,Dress,5,2996,0.12,13182.4,10756.665571608586,2425.7344283914135
1207,2025-08-20 17:22:11.126960,109,Corporate,West,Mumbai,Mumbai,Electronics,Mobiles,OnePlus,1,2652,0.09,2413.32,1915.6398513490387,497.6801486509614
1208,2025-08-12 17:22:11.126966,256,Corporate,East,Bhubaneswar,Bhubaneswar,Furniture,Tables,Study Table,3,1232,0.19,2993.76,2256.258419835206,737.5015801647942
1209,2026-01-28 17:22:11.126973,72,Consumer,South,Chennai,Chennai,Electronics,Laptops,HP Laptop,2,2534,0.24,3851.68,3330.610873693639,521.0691263063609
1210,2026-02-16 17:22:11.126984,182,Consumer,West,Mumbai,Mumbai,Grocery,Snacks,Biscuits,2,900,0.07,1674.0,1236.4939967634368,437.5060032365632
1211,2025-03-01 17:22:11.126990,158,Corporate,South,Bangalore,Bangalore,Furniture,Tables,Dining Table,3,215,0.06,606.3,477.3649099231578,128.93509007684213
1212,2025-05-24 17:22:11.126997,293,Home Office,East,Kolkata,Kolkata,Grocery,Beverages,Coffee,1,2995,0.1,2695.5,2013.3774990661318,682.1225009338682
1213,2025-08-07 17:22:11.127004,86,Consumer,South,Bangalore,Bangalore,Clothing,Women,Dress,3,2106,0.22,4928.04,3896.3031352758067,1031.7368647241933
1214,2025-03-26 17:22:11.127009,270,Consumer,West,Mumbai,Mumbai,Electronics,Laptops,HP Laptop,2,2943,0.26,4355.64,3745.4499342805634,610.1900657194369
1215,2025-07-28 17:22:11.127015,101,Home Office,South,Chennai,Chennai,Grocery,Snacks,Chips,1,4017,0.16,3374.2799999999997,2457.1455311613986,917.1344688386012
1216,2025-12-30 17:22:11.127020,83,Corporate,North,Delhi,Delhi,Electronics,Mobiles,Samsung Galaxy,2,2358,0.1,4244.400000000001,3134.919424124952,1109.4805758750485
1217,2025-10-21 17:22:11.127025,230,Corporate,East,Kolkata,Kolkata,Clothing,Men,Jeans,3,4140,0.01,12295.8,9837.05749872907,2458.74250127093
1218,2025-12-10 17:22:11.127031,293,Corporate,West,Ahmedabad,Ahmedabad,Clothing,Men,T-Shirt,3,3336,0.07,9307.439999999999,7633.0535466931915,1674.3864533068072
1219,2026-01-29 17:22:11.127036,100,Corporate,South,Chennai,Chennai,Electronics,Mobiles,iPhone,4,648,0.23,1995.8400000000001,1594.549596364838,401.2904036351622
1220,2025-10-26 17:22:11.127042,191,Home Office,South,Chennai,Chennai,Clothing,Women,Kurti,1,1695,0.0,1695.0,1327.9888723056154,367.01112769438464
1221,2026-02-14 17:22:11.127047,284,Home Office,West,Mumbai,Mumbai,Clothing,Women,Kurti,3,1198,0.15,3054.9,2285.0909049386787,769.8090950613214
1222,2026-01-15 17:22:11.127053,110,Home Office,South,Chennai,Chennai,Furniture,Tables,Dining Table,5,1194,0.03,5790.9,3993.09478138257,1797.8052186174295
1223,2025-10-31 17:22:11.127061,175,Consumer,East,Bhubaneswar,Bhubaneswar,Grocery,Snacks,Biscuits,4,2056,0.16,6908.16,5153.751656582349,1754.408343417651
1224,2025-10-23 17:22:11.127069,186,Home Office,South,Bangalore,Bangalore,Clothing,Men,T-Shirt,2,4557,0.17,7564.62,5741.435070951484,1823.184929048516
1225,2026-02-17 17:22:11.127074,71,Consumer,South,Chennai,Chennai,Grocery,Snacks,Biscuits,1,2260,0.13,1966.2,1722.7048484253296,243.49515157467044
1226,2025-02-25 17:22:11.127084,168,Home Office,South,Chennai,Chennai,Grocery,Snacks,Biscuits,5,414,0.25,1552.5,1644.8947436296094,-92.39474362960937
1227,2025-02-26 17:22:11.127094,147,Consumer,North,Chandigarh,Chandigarh,Clothing,Women,Dress,3,4366,0.01,12967.02,8197.70106072656,4769.31893927344
1228,2025-03-26 17:22:11.127100,37,Home Office,West,Mumbai,Mumbai,Furniture,Tables,Study Table,3,2815,0.02,8276.1,5612.641283260963,2663.4587167390373
1229,2025-10-02 17:22:11.127105,160,Corporate,South,Bangalore,Bangalore,Electronics,Mobiles,OnePlus,2,670,0.05,1273.0,815.64386269404,457.35613730596003
1230,2025-03-25 17:22:11.127111,98,Corporate,East,Kolkata,Kolkata,Electronics,Laptops,Dell Laptop,4,3792,0.26,11224.32,11706.446776063227,-482.1267760632272
1231,2025-07-06 17:22:11.127116,145,Corporate,West,Mumbai,Mumbai,Furniture,Chairs,Gaming Chair,3,709,0.13,1850.49,1542.9603161895145,307.5296838104855
1232,2025-12-21 17:22:11.127131,211,Consumer,South,Chennai,Chennai,Electronics,Mobiles,Samsung Galaxy,3,3336,0.09,9107.28,6290.515115718112,2816.764884281889
1233,2026-02-23 17:22:11.127137,149,Corporate,North,Delhi,Delhi,Electronics,Laptops,HP Laptop,5,2300,0.17,9545.0,7156.963835834208,2388.036164165792
1234,2025-10-18 17:22:11.127143,31,Corporate,South,Bangalore,Bangalore,Grocery,Snacks,Chips,1,3883,0.28,2795.7599999999998,2405.332149317918,390.42785068208195
1235,2026-02-10 17:22:11.127148,210,Corporate,North,Delhi,Delhi,Grocery,Snacks,Chips,1,853,0.07,793.29,620.0170755780426,173.27292442195733
1236,2025-04-13 17:22:11.127153,175,Home Office,North,Chandigarh,Chandigarh,Furniture,Chairs,Office Chair,5,3366,0.14,14473.8,11269.625449668905,3204.174550331094
1237,2025-07-31 17:22:11.127158,104,Corporate,North,Chandigarh,Chandigarh,Electronics,Mobiles,Samsung Galaxy,4,1330,0.11,4734.8,3343.599379002096,1391.200620997904
1238,2025-07-22 17:22:11.127164,10,Consumer,East,Kolkata,Kolkata,Grocery,Beverages,Coffee,2,2645,0.27,3861.7,3597.652597456356,264.0474025436438
1239,2025-03-29 17:22:11.127172,189,Consumer,East,Bhubaneswar,Bhubaneswar,Grocery,Beverages,Tea,5,1907,0.16,8009.4,5852.869742948212,2156.530257051788
1240,2025-07-10 17:22:11.127180,81,Consumer,East,Bhubaneswar,Bhubaneswar,Grocery,Snacks,Biscuits,5,2664,0.05,12654.0,8232.840624650042,4421.159375349958
1241,2025-10-11 17:22:11.127185,128,Home Office,East,Bhubaneswar,Bhubaneswar,Grocery,Beverages,Coffee,3,2557,0.12,6750.4800000000005,5148.271125258471,1602.2088747415291
1242,2025-11-30 17:22:11.127191,159,Corporate,West,Mumbai,Mumbai,Clothing,Men,Jeans,2,2527,0.21,3992.6600000000003,3781.566964517779,211.09303548222124
1243,2025-08-02 17:22:11.127196,234,Corporate,North,Delhi,Delhi,Clothing,Men,Jeans,1,1362,0.28,980.64,893.148152529946,87.49184747005404
1244,2025-06-30 17:22:11.127203,58,Corporate,North,Chandigarh,Chandigarh,Clothing,Women,Dress,2,4166,0.17,6915.5599999999995,5455.3761292465,1460.1838707534998
1245,2025-05-03 17:22:11.127209,289,Corporate,West,Ahmedabad,Ahmedabad,Clothing,Women,Dress,4,1731,0.21,5469.96,4723.52020899328,746.43979100672
1246,2026-01-26 17:22:11.127220,91,Consumer,East,Kolkata,Kolkata,Electronics,Mobiles,OnePlus,3,2980,0.12,7867.2,5731.95017318859,2135.2498268114095
1247,2026-01-11 17:22:11.127228,255,Corporate,West,Mumbai,Mumbai,Furniture,Tables,Study Table,4,2755,0.12,9697.6,7418.573643453913,2279.0263565460873
1248,2025-09-27 17:22:11.127234,94,Consumer,North,Chandigarh,Chandigarh,Electronics,Laptops,HP Laptop,5,702,0.26,2597.4,2426.2255297888237,171.1744702111764
1249,2025-08-27 17:22:11.127239,116,Consumer,West,Ahmedabad,Ahmedabad,Clothing,Men,T-Shirt,1,901,0.14,774.86,645.3715465863318,129.48845341366825
1250,2025-12-11 17:22:11.127244,119,Consumer,South,Bangalore,Bangalore,Electronics,Laptops,Dell Laptop,1,496,0.09,451.36,383.81593603277577,67.54406396722425
1251,2025-03-05 17:22:11.127250,76,Consumer,South,Chennai,Chennai,Furniture,Chairs,Gaming Chair,1,3932,0.21,3106.28,3106.3610741340854,-0.0810741340851564
1252,2025-02-27 17:22:11.127255,136,Corporate,East,Bhubaneswar,Bhubaneswar,Furniture,Tables,Dining Table,1,233,0.27,170.09,159.59184717841907,10.49815282158093
1253,2025-09-20 17:22:11.127261,210,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Men,T-Shirt,4,2273,0.13,7910.04,6385.381364254108,1524.6586357458918
1254,2025-03-04 17:22:11.127267,276,Home Office,West,Ahmedabad,Ahmedabad,Clothing,Women,Dress,2,2150,0.1,3870.0,3411.4565758705958,458.54342412940423
1255,2025-09-25 17:22:11.127277,175,Consumer,West,Ahmedabad,Ahmedabad,Clothing,Men,T-Shirt,5,2537,0.22,9894.300000000001,8029.317809697318,1864.9821903026832
1256,2025-11-20 17:22:11.127284,104,Corporate,East,Kolkata,Kolkata,Furniture,Chairs,Office Chair,4,3861,0.13,13436.28,10208.76219348185,3227.51780651815
1257,2026-02-12 17:22:11.127289,61,Corporate,East,Bhubaneswar,Bhubaneswar,Furniture,Tables,Study Table,2,3499,0.04,6718.08,4953.807377844895,1764.2726221551047
1258,2025-06-07 17:22:11.127295,76,Consumer,South,Chennai,Chennai,Furniture,Chairs,Gaming Chair,3,1488,0.04,4285.44,3540.9141450148227,744.5258549851769
1259,2025-04-26 17:22:11.127300,13,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Men,T-Shirt,5,4061,0.24,15431.8,14853.271707570315,578.5282924296844
1260,2025-03-06 17:22:11.127306,42,Corporate,South,Bangalore,Bangalore,Electronics,Mobiles,Samsung Galaxy,2,2668,0.19,4322.16,3899.4741124728116,422.68588752718824
1261,2026-02-09 17:22:11.127311,177,Corporate,East,Kolkata,Kolkata,Grocery,Beverages,Coffee,3,1903,0.23,4395.93,4335.1955204225815,60.734479577418824
1262,2025-04-18 17:22:11.127317,279,Home Office,North,Chandigarh,Chandigarh,Furniture,Tables,Dining Table,5,3134,0.07,14573.099999999999,12007.052082363052,2566.0479176369463
1263,2025-04-01 17:22:11.127323,107,Home Office,West,Ahmedabad,Ahmedabad,Furniture,Chairs,Gaming Chair,3,1110,0.21,2630.7000000000003,2111.1103647595532,519.589635240447
1264,2025-08-08 17:22:11.127329,18,Home Office,South,Chennai,Chennai,Grocery,Beverages,Tea,4,763,0.19,2472.1200000000003,1868.001121514619,604.1188784853814
1265,2025-03-02 17:22:11.127334,116,Corporate,North,Chandigarh,Chandigarh,Electronics,Mobiles,OnePlus,4,2880,0.17,9561.6,8047.996956063388,1513.6030439366123
1266,2025-06-20 17:22:11.127342,146,Consumer,West,Mumbai,Mumbai,Clothing,Men,T-Shirt,1,4198,0.25,3148.5,2975.1712157491634,173.32878425083663
1267,2025-12-01 17:22:11.127347,126,Consumer,South,Bangalore,Bangalore,Furniture,Tables,Study Table,1,1503,0.26,1112.22,976.5364168590173,135.6835831409827
1268,2025-09-11 17:22:11.127353,5,Consumer,North,Chandigarh,Chandigarh,Grocery,Beverages,Coffee,5,2690,0.23,10356.5,10370.456457047509,-13.956457047508593
1269,2025-05-10 17:22:11.127364,4,Home Office,North,Chandigarh,Chandigarh,Furniture,Chairs,Gaming Chair,1,3778,0.16,3173.52,2463.6449635416134,709.8750364583866
1270,2025-07-05 17:22:11.127371,53,Corporate,East,Kolkata,Kolkata,Electronics,Laptops,MacBook,4,2950,0.07,10974.0,8160.703348229163,2813.2966517708373
1271,2025-04-21 17:22:11.127377,97,Consumer,East,Kolkata,Kolkata,Clothing,Women,Dress,4,1886,0.23,5808.88,5372.183538825372,436.696461174628
1272,2025-07-16 17:22:11.127385,280,Consumer,East,Bhubaneswar,Bhubaneswar,Grocery,Snacks,Biscuits,3,1967,0.17,4897.83,4273.1741222791325,624.6558777208675
1273,2025-10-01 17:22:11.127390,237,Consumer,East,Bhubaneswar,Bhubaneswar,Clothing,Women,Kurti,4,1728,0.13,6013.44,4834.345634360282,1179.0943656397176
1274,2025-05-09 17:22:11.127396,248,Home Office,East,Kolkata,Kolkata,Furniture,Tables,Study Table,2,3105,0.11,5526.9,4128.70095883815,1398.19904116185
1275,2025-07-18 17:22:11.127402,7,Consumer,East,Kolkata,Kolkata,Clothing,Women,Dress,4,1157,0.0,4628.0,3153.2307952703377,1474.7692047296623
1276,2025-05-03 17:22:11.127409,23,Corporate,East,Kolkata,Kolkata,Grocery,Snacks,Chips,2,3426,0.18,5618.64,4539.398553643345,1079.2414463566556
1277,2025-09-30 17:22:11.127415,159,Consumer,West,Ahmedabad,Ahmedabad,Clothing,Women,Dress,4,3237,0.11,11523.72,9931.500887586464,1592.2191124135352
1278,2026-01-26 17:22:11.127421,65,Consumer,North,Delhi,Delhi,Furniture,Chairs,Gaming Chair,5,788,0.03,3821.7999999999997,3000.7015140176127,821.098485982387
1279,2025-03-06 17:22:11.127426,7,Corporate,North,Chandigarh,Chandigarh,Grocery,Snacks,Chips,3,2913,0.15,7428.15,5740.607554187734,1687.5424458122652
1280,2025-12-14 17:22:11.127432,16,Consumer,East,Bhubaneswar,Bhubaneswar,Electronics,Mobiles,Samsung Galaxy,1,2407,0.18,1973.7400000000002,1907.1435050784196,66.59649492158064
1281,2025-07-29 17:22:11.127438,293,Home Office,West,Ahmedabad,Ahmedabad,Electronics,Laptops,Dell Laptop,5,4329,0.29,15367.949999999999,17115.471699171838,-1747.521699171839
1282,2025-10-24 17:22:11.127443,93,Consumer,West,Ahmedabad,Ahmedabad,Furniture,Tables,Study Table,1,3822,0.08,3516.2400000000002,2424.5661782090515,1091.6738217909488
1283,2025-07-10 17:22:11.127449,210,Consumer,West,Mumbai,Mumbai,Electronics,Mobiles,iPhone,5,1852,0.17,7685.799999999999,5995.5962760952725,1690.2037239047268
1284,2025-03-03 17:22:11.127455,260,Consumer,East,Kolkata,Kolkata,Furniture,Chairs,Gaming Chair,5,4095,0.15,17403.75,14788.42291946012,2615.3270805398806
1285,2025-06-15 17:22:11.127466,78,Corporate,West,Ahmedabad,Ahmedabad,Clothing,Men,Jeans,4,468,0.08,1722.24,1301.0210531478633,421.2189468521367
1286,2025-04-03 17:22:11.127473,237,Home Office,North,Chandigarh,Chandigarh,Grocery,Snacks,Chips,3,1287,0.24,2934.36,2343.1740075573557,591.1859924426444
1287,2025-02-25 17:22:11.127479,42,Corporate,East,Bhubaneswar,Bhubaneswar,Furniture,Chairs,Gaming Chair,2,3010,0.01,5959.8,4674.634842688156,1285.1651573118443
1288,2025-08-06 17:22:11.127485,148,Home Office,North,Chandigarh,Chandigarh,Clothing,Men,Jeans,2,2818,0.16,4734.24,4463.1936683037775,271.0463316962223
1289,2025-12-23 17:22:11.127491,281,Home Office,West,Mumbai,Mumbai,Furniture,Chairs,Gaming Chair,1,4996,0.15,4246.599999999999,3666.795465332916,579.8045346670833
1290,2025-12-25 17:22:11.127497,61,Home Office,North,Chandigarh,Chandigarh,Clothing,Men,T-Shirt,1,3019,0.18,2475.5800000000004,1830.776140564218,644.8038594357824
1291,2025-03-25 17:22:11.127503,166,Consumer,West,Ahmedabad,Ahmedabad,Clothing,Men,Jeans,3,987,0.1,2664.9,2044.0207384256144,620.8792615743857
1292,2025-11-18 17:22:11.127508,121,Consumer,West,Ahmedabad,Ahmedabad,Furniture,Chairs,Gaming Chair,5,3791,0.18,15543.1,14103.072295000964,1440.0277049990364
1293,2025-09-12 17:22:11.127514,240,Consumer,East,Kolkata,Kolkata,Grocery,Beverages,Tea,4,4243,0.25,12729.0,12171.712816234003,557.2871837659968
1294,2025-06-05 17:22:11.127520,57,Consumer,South,Bangalore,Bangalore,Furniture,Chairs,Office Chair,2,951,0.24,1445.52,1181.3407950316293,264.17920496837064
1295,2025-11-17 17:22:11.127525,115,Corporate,West,Mumbai,Mumbai,Grocery,Snacks,Biscuits,1,201,0.21,158.79000000000002,148.7330461244809,10.056953875519127
1296,2025-03-18 17:22:11.127531,118,Corporate,West,Mumbai,Mumbai,Clothing,Men,Jeans,3,1884,0.18,4634.64,4352.446482544236,282.1935174557648
1297,2025-07-06 17:22:11.127539,190,Corporate,North,Delhi,Delhi,Electronics,Mobiles,iPhone,1,2287,0.24,1738.1200000000001,1575.2235656265095,162.8964343734906
1298,2025-09-21 17:22:11.127552,209,Home Office,East,Bhubaneswar,Bhubaneswar,Grocery,Snacks,Biscuits,5,930,0.02,4557.0,3125.111251495141,1431.888748504859
1299,2025-12-27 17:22:11.127561,300,Home Office,South,Bangalore,Bangalore,Clothing,Women,Dress,5,1386,0.02,6791.4,5485.394559932064,1306.0054400679355
1300,2025-07-30 17:22:11.127570,222,Consumer,East,Kolkata,Kolkata,Furniture,Chairs,Gaming Chair,4,4532,0.06,17040.32,13478.592049662215,3561.727950337785
1301,2025-09-17 17:22:11.127577,298,Corporate,West,Mumbai,Mumbai,Clothing,Men,T-Shirt,3,4512,0.04,12994.56,8765.553229348261,4229.006770651738
1302,2025-04-14 17:22:11.127583,70,Home Office,West,Mumbai,Mumbai,Grocery,Beverages,Coffee,3,4929,0.02,14491.26,9773.73382537228,4717.526174627721
1303,2025-05-11 17:22:11.127589,150,Home Office,West,Mumbai,Mumbai,Electronics,Laptops,MacBook,5,3819,0.03,18522.149999999998,13566.44316637119,4955.706833628808
1304,2025-08-29 17:22:11.127594,175,Home Office,East,Bhubaneswar,Bhubaneswar,Clothing,Men,Jeans,4,2485,0.25,7455.0,6187.353114425072,1267.646885574928
1305,2025-12-22 17:22:11.127600,134,Consumer,West,Mumbai,Mumbai,Clothing,Women,Kurti,1,1390,0.02,1362.2,978.2533925601933,383.9466074398067
1306,2025-07-14 17:22:11.127606,49,Consumer,South,Bangalore,Bangalore,Clothing,Men,Jeans,5,3538,0.11,15744.1,12158.60225965123,3585.49774034877
1307,2026-02-19 17:22:11.127614,249,Home Office,North,Chandigarh,Chandigarh,Grocery,Snacks,Biscuits,2,1198,0.12,2108.48,1905.6757566536915,202.80424334630857
1308,2026-02-21 17:22:11.127621,237,Corporate,South,Chennai,Chennai,Electronics,Mobiles,Samsung Galaxy,5,3997,0.02,19585.3,13727.933738031517,5857.366261968482
1309,2025-06-04 17:22:11.127630,12,Home Office,East,Kolkata,Kolkata,Electronics,Mobiles,iPhone,3,4559,0.12,12035.76,9485.590147549261,2550.169852450739
1310,2025-03-21 17:22:11.127636,108,Corporate,East,Bhubaneswar,Bhubaneswar,Electronics,Laptops,HP Laptop,3,4558,0.1,12306.6,9815.312165595979,2491.287834404022
1311,2025-12-13 17:22:11.127642,61,Home Office,East,Kolkata,Kolkata,Electronics,Mobiles,OnePlus,2,1900,0.1,3420.0,2618.354982263738,801.6450177362622
1312,2025-04-23 17:22:11.127653,253,Corporate,West,Mumbai,Mumbai,Grocery,Beverages,Coffee,1,2302,0.03,2232.94,1681.0219950245482,551.9180049754518
1313,2025-03-09 17:22:11.127667,227,Consumer,West,Ahmedabad,Ahmedabad,Clothing,Men,Jeans,2,4472,0.11,7960.16,6306.024883329241,1654.135116670759
1314,2026-02-13 17:22:11.127673,162,Consumer,South,Bangalore,Bangalore,Grocery,Snacks,Chips,5,4955,0.12,21802.0,16177.505290570305,5624.494709429695
1315,2025-05-09 17:22:11.127679,217,Home Office,West,Mumbai,Mumbai,Grocery,Snacks,Biscuits,1,3865,0.22,3014.7000000000003,2812.4407593701203,202.25924062987997
